"","Date","tmax","tmin","prcp"
"14330",1935-03-27,80,45,0
"14331",1935-03-28,85,51,0
"14332",1935-03-29,84,53,0
"14333",1935-03-30,81,52,0
"14334",1935-03-31,81,51,0
"14335",1935-04-01,82,52,0
"14336",1935-04-02,81,51,0
"14337",1935-04-03,84,52,0
"14338",1935-04-04,82,55,0
"14339",1935-04-05,79,57,0
"14340",1935-04-06,81,51,0
"14341",1935-04-07,85,55,0
"14342",1935-04-08,70,62,0.09
"14343",1935-04-09,66,48,0
"14344",1935-04-10,73,41,0
"14345",1935-04-11,83,47,0
"14346",1935-04-12,87,52,0
"14347",1935-04-13,90,62,0
"14348",1935-04-14,93,66,0
"14349",1935-04-15,85,67,0
"14350",1935-04-16,83,56,0
"14351",1935-04-17,80,54,0
"14352",1935-04-18,79,50,0
"14353",1935-04-19,85,52,0
"14354",1935-04-20,90,57,0
"14355",1935-04-21,91,62,0
"14356",1935-04-22,86,59,0
"14357",1935-04-23,87,59,0
"14358",1935-04-24,84,59,0
"14359",1935-04-25,83,58,0
"14360",1935-04-26,88,53,0
"14361",1935-04-27,89,59,0
"14362",1935-04-28,87,62,0
"14363",1935-04-29,83,60,0
"14364",1935-04-30,72,63,0
"14365",1935-05-01,77,55,0
"14366",1935-05-02,77,54,0
"14367",1935-05-03,70,52,0.09
"14368",1935-05-04,75,48,0
"14369",1935-05-05,82,52,0
"14370",1935-05-06,90,57,0
"14371",1935-05-07,94,60,0
"14372",1935-05-08,93,61,0
"14373",1935-05-09,94,59,0
"14374",1935-05-10,93,61,0
"14375",1935-05-11,91,64,0
"14376",1935-05-12,87,67,0
"14377",1935-05-13,88,61,0
"14378",1935-05-14,85,59,0
"14379",1935-05-15,88,59,0
"14380",1935-05-16,79,63,0
"14381",1935-05-17,81,56,0.04
"14382",1935-05-18,82,56,0.01
"14383",1935-05-19,87,54,0
"14384",1935-05-20,89,61,0
"14385",1935-05-21,92,65,0
"14386",1935-05-22,95,64,0
"14387",1935-05-23,100,67,0
"14388",1935-05-24,98,66,0
"14389",1935-05-25,94,65,0
"14390",1935-05-26,95,64,0
"14391",1935-05-27,94,66,0
"14392",1935-05-28,93,64,0
"14393",1935-05-29,95,63,0
"14394",1935-05-30,85,64,0
"14395",1935-05-31,86,58,0
"14396",1935-06-01,93,59,0
"14397",1935-06-02,100,64,0
"14398",1935-06-03,105,70,0
"14399",1935-06-04,107,71,0
"14400",1935-06-05,108,68,0
"14401",1935-06-06,107,73,0
"14402",1935-06-07,106,74,0
"14403",1935-06-08,105,74,0
"14404",1935-06-09,107,73,0
"14405",1935-06-10,110,72,0
"14406",1935-06-11,110,75,0
"14407",1935-06-12,106,82,0
"14408",1935-06-13,108,76,0
"14409",1935-06-14,107,78,0
"14410",1935-06-15,104,77,0
"14411",1935-06-16,101,72,0
"14412",1935-06-17,101,71,0
"14413",1935-06-18,106,70,0
"14414",1935-06-19,110,74,0
"14415",1935-06-20,109,74,0
"14416",1935-06-21,110,73,0
"14417",1935-06-22,110,79,0
"14418",1935-06-23,106,77,0
"14419",1935-06-24,101,78,0
"14420",1935-06-25,105,72,0
"14421",1935-06-26,107,72,0
"14422",1935-06-27,106,74,0
"14423",1935-06-28,105,72,0
"14424",1935-06-29,104,71,0
"14425",1935-06-30,102,70,0
"14426",1935-07-01,101,70,0
"14427",1935-07-02,101,69,0
"14428",1935-07-03,101,71,0
"14429",1935-07-04,100,68,0
"14430",1935-07-05,100,73,0
"14431",1935-07-06,104,79,0
"14432",1935-07-07,105,78,0
"14433",1935-07-08,106,78,0
"14434",1935-07-09,106,76,0
"14435",1935-07-10,106,82,0
"14436",1935-07-11,109,82,0
"14437",1935-07-12,109,80,0
"14438",1935-07-13,106,83,0
"14439",1935-07-14,107,83,0
"14440",1935-07-15,109,86,0.02
"14441",1935-07-16,110,80,0
"14442",1935-07-17,108,80,0.02
"14443",1935-07-18,103,78,0
"14444",1935-07-19,101,79,0
"14445",1935-07-20,106,82,0
"14446",1935-07-21,105,81,0
"14447",1935-07-22,107,82,0
"14448",1935-07-23,108,80,0
"14449",1935-07-24,108,81,0
"14450",1935-07-25,109,79,0
"14451",1935-07-26,112,75,0
"14452",1935-07-27,107,74,0.89
"14453",1935-07-28,102,75,0
"14454",1935-07-29,109,82,0
"14455",1935-07-30,104,82,0
"14456",1935-07-31,102,83,0
"14457",1935-08-01,102,76,0
"14458",1935-08-02,90,74,0.03
"14459",1935-08-03,98,73,0
"14460",1935-08-04,103,78,0
"14461",1935-08-05,104,78,0
"14462",1935-08-06,106,78,0
"14463",1935-08-07,99,75,0.11
"14464",1935-08-08,102,75,0
"14465",1935-08-09,103,76,0
"14466",1935-08-10,108,82,0
"14467",1935-08-11,107,80,0
"14468",1935-08-12,103,82,0
"14469",1935-08-13,92,77,0.03
"14470",1935-08-14,91,75,0.27
"14471",1935-08-15,87,74,0.35
"14472",1935-08-16,94,74,0
"14473",1935-08-17,100,74,0
"14474",1935-08-18,103,75,0
"14475",1935-08-19,105,75,0
"14476",1935-08-20,109,80,0
"14477",1935-08-21,108,83,0
"14478",1935-08-22,108,75,0.1
"14479",1935-08-23,94,74,0.01
"14480",1935-08-24,87,71,0.37
"14481",1935-08-25,98,76,0
"14482",1935-08-26,101,77,0
"14483",1935-08-27,105,77,0
"14484",1935-08-28,100,81,0
"14485",1935-08-29,99,78,0
"14486",1935-08-30,99,81,0
"14487",1935-08-31,99,78,0
"14488",1935-09-01,99,74,0.28
"14489",1935-09-02,95,72,0
"14490",1935-09-03,102,74,0
"14491",1935-09-04,100,76,0
"14492",1935-09-05,100,74,0
"14493",1935-09-06,101,77,0
"14494",1935-09-07,99,77,0
"14495",1935-09-08,99,66,0
"14496",1935-09-09,103,65,0
"14497",1935-09-10,101,70,0
"14498",1935-09-11,102,74,0
"14499",1935-09-12,104,71,0
"14500",1935-09-13,104,69,0
"14501",1935-09-14,106,69,0
"14502",1935-09-15,102,75,0
"14503",1935-09-16,107,71,0
"14504",1935-09-17,99,75,0
"14505",1935-09-18,98,77,0
"14506",1935-09-19,97,75,0.01
"14507",1935-09-20,96,70,0
"14508",1935-09-21,99,70,0
"14509",1935-09-22,97,75,0
"14510",1935-09-23,95,76,0
"14511",1935-09-24,83,67,0.68
"14512",1935-09-25,89,64,0
"14513",1935-09-26,92,68,0
"14514",1935-09-27,92,64,0.33
"14515",1935-09-28,87,62,0
"14516",1935-09-29,92,69,0
"14517",1935-09-30,97,70,0
"14518",1935-10-01,98,68,0
"14519",1935-10-02,99,73,0
"14520",1935-10-03,98,72,0
"14521",1935-10-04,96,63,0
"14522",1935-10-05,97,60,0
"14523",1935-10-06,98,62,0
"14524",1935-10-07,95,66,0
"14525",1935-10-08,91,66,0
"14526",1935-10-09,95,62,0
"14527",1935-10-10,96,64,0
"14528",1935-10-11,95,62,0
"14529",1935-10-12,86,62,0
"14530",1935-10-13,90,58,0
"14531",1935-10-14,90,62,0
"14532",1935-10-15,85,61,0
"14533",1935-10-16,81,56,0
"14534",1935-10-17,85,50,0
"14535",1935-10-18,92,58,0.13
"14536",1935-10-19,84,60,0
"14537",1935-10-20,85,51,0
"14538",1935-10-21,86,54,0
"14539",1935-10-22,85,56,0
"14540",1935-10-23,76,50,0
"14541",1935-10-24,76,43,0
"14542",1935-10-25,79,46,0
"14543",1935-10-26,84,47,0
"14544",1935-10-27,88,47,0
"14545",1935-10-28,85,50,0
"14546",1935-10-29,85,52,0
"14547",1935-10-30,74,51,0
"14548",1935-10-31,73,40,0
"14549",1935-11-01,80,40,0
"14550",1935-11-02,78,46,0
"14551",1935-11-03,72,48,0
"14552",1935-11-04,69,36,0
"14553",1935-11-05,74,35,0
"14554",1935-11-06,77,37,0
"14555",1935-11-07,58,39,0
"14556",1935-11-08,57,50,0.32
"14557",1935-11-09,71,41,0.17
"14558",1935-11-10,64,45,0
"14559",1935-11-11,67,35,0
"14560",1935-11-12,75,39,0
"14561",1935-11-13,74,44,0
"14562",1935-11-14,72,40,0
"14563",1935-11-15,77,38,0
"14564",1935-11-16,77,43,0
"14565",1935-11-17,67,48,0
"14566",1935-11-18,69,46,0
"14567",1935-11-19,70,39,0
"14568",1935-11-20,67,41,0
"14569",1935-11-21,73,40,0
"14570",1935-11-22,71,42,0
"14571",1935-11-23,76,56,0
"14572",1935-11-24,74,57,0.05
"14573",1935-11-25,67,55,0.02
"14574",1935-11-26,66,51,0
"14575",1935-11-27,69,42,0
"14576",1935-11-28,71,41,0
"14577",1935-11-29,74,42,0
"14578",1935-11-30,75,45,0
"14579",1935-12-01,76,43,0
"14580",1935-12-02,77,44,0
"14581",1935-12-03,77,43,0
"14582",1935-12-04,75,55,0
"14583",1935-12-05,65,51,0.19
"14584",1935-12-06,68,46,0
"14585",1935-12-07,67,41,0
"14586",1935-12-08,67,40,0
"14587",1935-12-09,74,39,0
"14588",1935-12-10,69,41,0
"14589",1935-12-11,68,40,0
"14590",1935-12-12,64,42,0
"14591",1935-12-13,66,40,0
"14592",1935-12-14,65,34,0
"14593",1935-12-15,68,35,0
"14594",1935-12-16,66,33,0
"14595",1935-12-17,67,33,0
"14596",1935-12-18,70,37,0
"14597",1935-12-19,70,42,0
"14598",1935-12-20,60,52,0.03
"14599",1935-12-21,64,51,0.15
"14600",1935-12-22,65,41,0
"14601",1935-12-23,67,43,0
"14602",1935-12-24,66,40,0
"14603",1935-12-25,73,38,0
"14604",1935-12-26,70,42,0
"14605",1935-12-27,58,41,0.01
"14606",1935-12-28,63,36,0
"14607",1935-12-29,58,37,0.01
"14608",1935-12-30,61,42,0
"14609",1935-12-31,59,41,0
"14610",1936-01-01,61,32,0
"14611",1936-01-02,58,32,0
"14612",1936-01-03,63,35,0
"14613",1936-01-04,60,35,0
"14614",1936-01-05,65,32,0
"14615",1936-01-06,64,41,0
"14616",1936-01-07,65,33,0
"14617",1936-01-08,65,37,0
"14618",1936-01-09,63,39,0
"14619",1936-01-10,73,41,0
"14620",1936-01-11,75,42,0
"14621",1936-01-12,72,39,0
"14622",1936-01-13,70,38,0
"14623",1936-01-14,70,39,0
"14624",1936-01-15,70,42,0
"14625",1936-01-16,73,44,0
"14626",1936-01-17,64,39,0
"14627",1936-01-18,61,37,0
"14628",1936-01-19,63,30,0
"14629",1936-01-20,66,32,0
"14630",1936-01-21,69,32,0
"14631",1936-01-22,72,36,0
"14632",1936-01-23,72,33,0
"14633",1936-01-24,70,38,0
"14634",1936-01-25,72,36,0
"14635",1936-01-26,72,43,0
"14636",1936-01-27,76,40,0
"14637",1936-01-28,70,52,0.25
"14638",1936-01-29,56,52,0.55
"14639",1936-01-30,67,48,0
"14640",1936-01-31,66,46,0
"14641",1936-02-01,72,52,0
"14642",1936-02-02,71,52,0
"14643",1936-02-03,61,42,0.12
"14644",1936-02-04,60,39,0
"14645",1936-02-05,61,34,0
"14646",1936-02-06,62,35,0
"14647",1936-02-07,65,36,0
"14648",1936-02-08,69,37,0
"14649",1936-02-09,69,37,0
"14650",1936-02-10,70,40,0
"14651",1936-02-11,65,44,0
"14652",1936-02-12,69,48,0.55
"14653",1936-02-13,67,48,0.01
"14654",1936-02-14,67,52,0
"14655",1936-02-15,64,50,0.17
"14656",1936-02-16,67,50,0.06
"14657",1936-02-17,68,44,0
"14658",1936-02-18,64,48,0.03
"14659",1936-02-19,62,45,0.02
"14660",1936-02-20,68,49,0
"14661",1936-02-21,72,42,0
"14662",1936-02-22,77,46,0
"14663",1936-02-23,69,53,0
"14664",1936-02-24,64,54,0.05
"14665",1936-02-25,63,50,0
"14666",1936-02-26,74,39,0
"14667",1936-02-27,76,41,0
"14668",1936-02-28,78,41,0
"14669",1936-02-29,83,42,0
"14670",1936-03-01,85,46,0
"14671",1936-03-02,81,52,0
"14672",1936-03-03,81,56,0
"14673",1936-03-04,80,52,0
"14674",1936-03-05,80,50,0
"14675",1936-03-06,79,48,0
"14676",1936-03-07,81,48,0
"14677",1936-03-08,84,49,0
"14678",1936-03-09,86,54,0
"14679",1936-03-10,87,51,0
"14680",1936-03-11,85,50,0
"14681",1936-03-12,87,49,0
"14682",1936-03-13,82,53,0
"14683",1936-03-14,81,52,0
"14684",1936-03-15,85,50,0
"14685",1936-03-16,85,50,0
"14686",1936-03-17,83,64,0
"14687",1936-03-18,86,57,0
"14688",1936-03-19,90,53,0
"14689",1936-03-20,88,53,0
"14690",1936-03-21,75,57,0.16
"14691",1936-03-22,66,51,0.2
"14692",1936-03-23,62,39,0
"14693",1936-03-24,68,42,0
"14694",1936-03-25,61,45,0.14
"14695",1936-03-26,67,40,0
"14696",1936-03-27,70,39,0
"14697",1936-03-28,77,45,0
"14698",1936-03-29,79,52,0
"14699",1936-03-30,82,57,0
"14700",1936-03-31,75,55,0
"14701",1936-04-01,70,46,0
"14702",1936-04-02,76,42,0
"14703",1936-04-03,82,52,0
"14704",1936-04-04,72,53,0.01
"14705",1936-04-05,69,45,0.01
"14706",1936-04-06,73,46,0
"14707",1936-04-07,80,46,0
"14708",1936-04-08,84,52,0
"14709",1936-04-09,88,51,0
"14710",1936-04-10,92,54,0
"14711",1936-04-11,96,56,0
"14712",1936-04-12,99,60,0
"14713",1936-04-13,97,65,0
"14714",1936-04-14,97,63,0
"14715",1936-04-15,99,60,0
"14716",1936-04-16,100,62,0
"14717",1936-04-17,100,64,0.12
"14718",1936-04-18,97,70,0
"14719",1936-04-19,92,64,0
"14720",1936-04-20,91,59,0
"14721",1936-04-21,93,62,0
"14722",1936-04-22,94,67,0
"14723",1936-04-23,93,60,0
"14724",1936-04-24,95,60,0
"14725",1936-04-25,90,62,0
"14726",1936-04-26,90,58,0
"14727",1936-04-27,93,62,0
"14728",1936-04-28,90,62,0
"14729",1936-04-29,82,66,0
"14730",1936-04-30,87,57,0
"14731",1936-05-01,92,57,0
"14732",1936-05-02,98,60,0
"14733",1936-05-03,99,63,0
"14734",1936-05-04,101,68,0
"14735",1936-05-05,95,66,0
"14736",1936-05-06,88,65,0
"14737",1936-05-07,81,55,0
"14738",1936-05-08,88,55,0
"14739",1936-05-09,95,62,0
"14740",1936-05-10,99,60,0
"14741",1936-05-11,103,62,0
"14742",1936-05-12,105,64,0
"14743",1936-05-13,105,69,0
"14744",1936-05-14,104,69,0
"14745",1936-05-15,104,74,0
"14746",1936-05-16,103,72,0
"14747",1936-05-17,100,68,0
"14748",1936-05-18,101,67,0
"14749",1936-05-19,100,65,0
"14750",1936-05-20,99,66,0
"14751",1936-05-21,98,65,0
"14752",1936-05-22,100,67,0
"14753",1936-05-23,102,65,0
"14754",1936-05-24,104,67,0
"14755",1936-05-25,106,67,0
"14756",1936-05-26,101,75,0
"14757",1936-05-27,96,63,0
"14758",1936-05-28,98,65,0
"14759",1936-05-29,98,67,0
"14760",1936-05-30,97,69,0
"14761",1936-05-31,83,65,0
"14762",1936-06-01,87,58,0
"14763",1936-06-02,92,62,0
"14764",1936-06-03,92,64,0
"14765",1936-06-04,87,63,0
"14766",1936-06-05,95,60,0
"14767",1936-06-06,98,66,0
"14768",1936-06-07,100,67,0
"14769",1936-06-08,101,69,0
"14770",1936-06-09,103,70,0
"14771",1936-06-10,108,66,0
"14772",1936-06-11,111,71,0
"14773",1936-06-12,112,75,0
"14774",1936-06-13,114,77,0
"14775",1936-06-14,114,81,0
"14776",1936-06-15,109,88,0
"14777",1936-06-16,106,75,0
"14778",1936-06-17,111,74,0
"14779",1936-06-18,113,76,0
"14780",1936-06-19,112,79,0
"14781",1936-06-20,110,84,0
"14782",1936-06-21,110,83,0
"14783",1936-06-22,113,83,0
"14784",1936-06-23,109,84,0
"14785",1936-06-24,113,83,0
"14786",1936-06-25,113,85,0
"14787",1936-06-26,111,85,0
"14788",1936-06-27,105,82,0
"14789",1936-06-28,106,81,0
"14790",1936-06-29,107,81,0
"14791",1936-06-30,107,78,0
"14792",1936-07-01,107,73,0
"14793",1936-07-02,111,77,0
"14794",1936-07-03,111,84,0
"14795",1936-07-04,112,81,0
"14796",1936-07-05,113,81,0
"14797",1936-07-06,112,84,0
"14798",1936-07-07,110,87,0
"14799",1936-07-08,103,78,0
"14800",1936-07-09,104,82,0.04
"14801",1936-07-10,97,78,0.01
"14802",1936-07-11,97,72,0
"14803",1936-07-12,103,71,0
"14804",1936-07-13,111,74,0
"14805",1936-07-14,111,86,0
"14806",1936-07-15,111,91,0
"14807",1936-07-16,113,86,0
"14808",1936-07-17,114,89,0
"14809",1936-07-18,108,86,0
"14810",1936-07-19,103,79,0
"14811",1936-07-20,113,85,0.02
"14812",1936-07-21,111,87,0
"14813",1936-07-22,109,86,0
"14814",1936-07-23,107,82,0
"14815",1936-07-24,106,79,0.01
"14816",1936-07-25,102,68,0.06
"14817",1936-07-26,93,70,1.12
"14818",1936-07-27,94,74,1.23
"14819",1936-07-28,99,78,0
"14820",1936-07-29,97,78,0
"14821",1936-07-30,103,78,0
"14822",1936-07-31,103,83,0
"14823",1936-08-01,100,79,0
"14824",1936-08-02,102,79,0
"14825",1936-08-03,105,79,0.04
"14826",1936-08-04,102,78,0
"14827",1936-08-05,106,80,0
"14828",1936-08-06,106,78,0
"14829",1936-08-07,104,82,0
"14830",1936-08-08,101,75,0.07
"14831",1936-08-09,98,76,0.02
"14832",1936-08-10,100,74,0
"14833",1936-08-11,105,78,0
"14834",1936-08-12,106,85,0
"14835",1936-08-13,109,84,0
"14836",1936-08-14,110,84,0.07
"14837",1936-08-15,108,84,0
"14838",1936-08-16,106,83,0
"14839",1936-08-17,103,75,0.12
"14840",1936-08-18,96,74,0
"14841",1936-08-19,100,78,0
"14842",1936-08-20,98,75,0
"14843",1936-08-21,100,78,0
"14844",1936-08-22,105,74,0
"14845",1936-08-23,109,75,0
"14846",1936-08-24,104,81,0
"14847",1936-08-25,102,81,0
"14848",1936-08-26,101,75,0
"14849",1936-08-27,102,76,0
"14850",1936-08-28,103,84,0
"14851",1936-08-29,101,80,0
"14852",1936-08-30,103,83,0
"14853",1936-08-31,105,83,0
"14854",1936-09-01,106,82,0
"14855",1936-09-02,101,79,0
"14856",1936-09-03,96,71,0
"14857",1936-09-04,96,67,0
"14858",1936-09-05,96,70,0
"14859",1936-09-06,102,68,0
"14860",1936-09-07,107,71,0
"14861",1936-09-08,106,80,0
"14862",1936-09-09,106,80,0
"14863",1936-09-10,92,75,0
"14864",1936-09-11,98,75,0
"14865",1936-09-12,93,72,0.43
"14866",1936-09-13,98,75,0
"14867",1936-09-14,98,68,0
"14868",1936-09-15,97,65,0
"14869",1936-09-16,100,64,0
"14870",1936-09-17,100,68,0
"14871",1936-09-18,96,75,0
"14872",1936-09-19,88,71,0
"14873",1936-09-20,95,68,0
"14874",1936-09-21,98,71,0
"14875",1936-09-22,98,67,0
"14876",1936-09-23,101,70,0
"14877",1936-09-24,103,71,0
"14878",1936-09-25,97,72,0
"14879",1936-09-26,95,70,0
"14880",1936-09-27,82,63,0
"14881",1936-09-28,86,53,0
"14882",1936-09-29,88,56,0
"14883",1936-09-30,90,66,0
"14884",1936-10-01,92,64,0
"14885",1936-10-02,95,64,0
"14886",1936-10-03,86,61,0
"14887",1936-10-04,88,60,0
"14888",1936-10-05,91,60,0
"14889",1936-10-06,94,60,0
"14890",1936-10-07,87,65,0
"14891",1936-10-08,90,62,0
"14892",1936-10-09,98,58,0
"14893",1936-10-10,100,58,0
"14894",1936-10-11,100,61,0
"14895",1936-10-12,98,63,0
"14896",1936-10-13,96,64,0
"14897",1936-10-14,96,60,0
"14898",1936-10-15,95,61,0
"14899",1936-10-16,86,70,0
"14900",1936-10-17,91,64,0
"14901",1936-10-18,90,61,0
"14902",1936-10-19,84,65,0
"14903",1936-10-20,77,56,0
"14904",1936-10-21,79,55,0
"14905",1936-10-22,80,52,0
"14906",1936-10-23,77,54,0
"14907",1936-10-24,67,55,0
"14908",1936-10-25,77,49,0
"14909",1936-10-26,83,48,0
"14910",1936-10-27,84,56,0
"14911",1936-10-28,84,55,0
"14912",1936-10-29,86,60,0.13
"14913",1936-10-30,75,61,0
"14914",1936-10-31,73,53,0
"14915",1936-11-01,70,53,0.07
"14916",1936-11-02,68,49,0
"14917",1936-11-03,64,46,0
"14918",1936-11-04,73,40,0
"14919",1936-11-05,80,38,0
"14920",1936-11-06,77,43,0
"14921",1936-11-07,76,42,0
"14922",1936-11-08,76,41,0
"14923",1936-11-09,79,41,0
"14924",1936-11-10,77,46,0
"14925",1936-11-11,80,43,0
"14926",1936-11-12,85,46,0
"14927",1936-11-13,82,49,0
"14928",1936-11-14,86,48,0
"14929",1936-11-15,87,48,0
"14930",1936-11-16,85,52,0
"14931",1936-11-17,81,50,0
"14932",1936-11-18,83,46,0
"14933",1936-11-19,75,61,0
"14934",1936-11-20,81,59,0
"14935",1936-11-21,77,58,0
"14936",1936-11-22,65,56,0.01
"14937",1936-11-23,70,55,0
"14938",1936-11-24,69,49,0
"14939",1936-11-25,73,41,0
"14940",1936-11-26,75,47,0
"14941",1936-11-27,73,53,0.17
"14942",1936-11-28,66,51,0.1
"14943",1936-11-29,67,46,0
"14944",1936-11-30,66,46,0
"14945",1936-12-01,63,45,0
"14946",1936-12-02,63,36,0
"14947",1936-12-03,65,36,0
"14948",1936-12-04,62,40,0.14
"14949",1936-12-05,58,40,0
"14950",1936-12-06,61,34,0
"14951",1936-12-07,67,35,0
"14952",1936-12-08,66,37,0
"14953",1936-12-09,66,36,0
"14954",1936-12-10,70,36,0
"14955",1936-12-11,70,34,0
"14956",1936-12-12,68,33,0
"14957",1936-12-13,69,33,0
"14958",1936-12-14,70,42,0
"14959",1936-12-15,65,55,0
"14960",1936-12-16,70,51,0
"14961",1936-12-17,68,47,0
"14962",1936-12-18,69,36,0
"14963",1936-12-19,75,39,0
"14964",1936-12-20,73,48,0
"14965",1936-12-21,74,44,0
"14966",1936-12-22,73,41,0
"14967",1936-12-23,65,43,0
"14968",1936-12-24,72,42,0
"14969",1936-12-25,65,48,0.45
"14970",1936-12-26,59,44,0
"14971",1936-12-27,63,42,0
"14972",1936-12-28,64,47,0.75
"14973",1936-12-29,54,42,0.19
"14974",1936-12-30,55,36,0
"14975",1936-12-31,55,38,0.59
"14976",1937-01-01,55,38,0
"14977",1937-01-02,54,35,0
"14978",1937-01-03,53,28,0
"14979",1937-01-04,53,28,0
"14980",1937-01-05,58,29,0
"14981",1937-01-06,60,33,0.49
"14982",1937-01-07,47,37,0.17
"14983",1937-01-08,49,36,0.12
"14984",1937-01-09,48,30,0
"14985",1937-01-10,58,28,0
"14986",1937-01-11,66,33,0
"14987",1937-01-12,50,40,0
"14988",1937-01-13,54,40,0
"14989",1937-01-14,58,35,0
"14990",1937-01-15,60,32,0
"14991",1937-01-16,57,34,0
"14992",1937-01-17,52,34,0
"14993",1937-01-18,53,28,0
"14994",1937-01-19,54,32,0.02
"14995",1937-01-20,46,31,0.02
"14996",1937-01-21,39,29,0.01
"14997",1937-01-22,45,21,0
"14998",1937-01-23,44,24,0
"14999",1937-01-24,48,24,0
"15000",1937-01-25,54,27,0
"15001",1937-01-26,62,26,0
"15002",1937-01-27,62,29,0
"15003",1937-01-28,64,30,0
"15004",1937-01-29,62,39,0
"15005",1937-01-30,58,38,0
"15006",1937-01-31,63,40,0
"15007",1937-02-01,69,33,0
"15008",1937-02-02,68,43,0
"15009",1937-02-03,69,38,0
"15010",1937-02-04,76,37,0
"15011",1937-02-05,73,41,0
"15012",1937-02-06,73,47,0.08
"15013",1937-02-07,61,45,0.31
"15014",1937-02-08,57,37,0
"15015",1937-02-09,60,30,0
"15016",1937-02-10,63,40,0
"15017",1937-02-11,66,40,0
"15018",1937-02-12,63,44,0
"15019",1937-02-13,68,40,0
"15020",1937-02-14,61,52,0.22
"15021",1937-02-15,66,50,0
"15022",1937-02-16,71,48,0
"15023",1937-02-17,74,45,0
"15024",1937-02-18,74,43,0
"15025",1937-02-19,66,45,0
"15026",1937-02-20,63,37,0
"15027",1937-02-21,68,36,0
"15028",1937-02-22,74,40,0
"15029",1937-02-23,77,40,0
"15030",1937-02-24,78,43,0
"15031",1937-02-25,63,46,0.11
"15032",1937-02-26,60,44,0.04
"15033",1937-02-27,67,36,0
"15034",1937-02-28,76,39,0
"15035",1937-03-01,80,44,0
"15036",1937-03-02,80,45,0
"15037",1937-03-03,71,44,0
"15038",1937-03-04,77,49,0
"15039",1937-03-05,73,46,0
"15040",1937-03-06,76,46,0
"15041",1937-03-07,80,47,0
"15042",1937-03-08,83,48,0
"15043",1937-03-09,84,59,0
"15044",1937-03-10,85,54,0
"15045",1937-03-11,85,53,0
"15046",1937-03-12,70,58,0
"15047",1937-03-13,72,54,0.36
"15048",1937-03-14,71,49,0.02
"15049",1937-03-15,73,54,0
"15050",1937-03-16,65,52,1.14
"15051",1937-03-17,69,49,0
"15052",1937-03-18,61,45,0.05
"15053",1937-03-19,66,39,0
"15054",1937-03-20,72,40,0
"15055",1937-03-21,77,44,0
"15056",1937-03-22,79,49,0
"15057",1937-03-23,62,40,0
"15058",1937-03-24,69,41,0
"15059",1937-03-25,65,48,0
"15060",1937-03-26,66,41,0
"15061",1937-03-27,71,41,0
"15062",1937-03-28,57,45,0.01
"15063",1937-03-29,68,41,0
"15064",1937-03-30,75,44,0
"15065",1937-03-31,79,44,0
"15066",1937-04-01,84,49,0
"15067",1937-04-02,75,52,0
"15068",1937-04-03,72,47,0
"15069",1937-04-04,72,46,0
"15070",1937-04-05,77,44,0
"15071",1937-04-06,79,50,0
"15072",1937-04-07,78,54,0
"15073",1937-04-08,86,48,0
"15074",1937-04-09,85,55,0
"15075",1937-04-10,87,53,0
"15076",1937-04-11,84,52,0
"15077",1937-04-12,86,52,0
"15078",1937-04-13,89,54,0
"15079",1937-04-14,93,55,0
"15080",1937-04-15,96,58,0
"15081",1937-04-16,88,64,0
"15082",1937-04-17,84,59,0
"15083",1937-04-18,90,51,0
"15084",1937-04-19,85,51,0
"15085",1937-04-20,87,54,0
"15086",1937-04-21,91,55,0
"15087",1937-04-22,85,58,0
"15088",1937-04-23,73,47,0
"15089",1937-04-24,84,46,0
"15090",1937-04-25,94,52,0
"15091",1937-04-26,92,57,0
"15092",1937-04-27,72,56,0
"15093",1937-04-28,70,50,0
"15094",1937-04-29,74,47,0
"15095",1937-04-30,83,48,0
"15096",1937-05-01,93,52,0
"15097",1937-05-02,99,56,0
"15098",1937-05-03,100,58,0
"15099",1937-05-04,97,63,0
"15100",1937-05-05,96,60,0
"15101",1937-05-06,90,61,0
"15102",1937-05-07,92,60,0
"15103",1937-05-08,94,59,0
"15104",1937-05-09,93,62,0
"15105",1937-05-10,90,62,0
"15106",1937-05-11,92,61,0
"15107",1937-05-12,99,60,0
"15108",1937-05-13,105,66,0
"15109",1937-05-14,106,68,0
"15110",1937-05-15,107,70,0
"15111",1937-05-16,105,69,0
"15112",1937-05-17,105,67,0
"15113",1937-05-18,100,73,0
"15114",1937-05-19,94,66,0
"15115",1937-05-20,95,61,0
"15116",1937-05-21,100,62,0
"15117",1937-05-22,95,68,0
"15118",1937-05-23,91,60,0
"15119",1937-05-24,90,61,0
"15120",1937-05-25,91,61,0
"15121",1937-05-26,89,65,0
"15122",1937-05-27,86,59,0
"15123",1937-05-28,82,60,0
"15124",1937-05-29,86,59,0.08
"15125",1937-05-30,88,61,0
"15126",1937-05-31,89,60,0
"15127",1937-06-01,93,62,0
"15128",1937-06-02,97,63,0
"15129",1937-06-03,94,66,0
"15130",1937-06-04,98,67,0
"15131",1937-06-05,94,69,0
"15132",1937-06-06,97,68,0
"15133",1937-06-07,97,67,0
"15134",1937-06-08,94,65,0
"15135",1937-06-09,95,62,0
"15136",1937-06-10,101,64,0
"15137",1937-06-11,98,65,0
"15138",1937-06-12,99,62,0
"15139",1937-06-13,100,66,0
"15140",1937-06-14,98,67,0
"15141",1937-06-15,101,66,0
